Content ID,Contents.Category,Year,Quarter,Month,Day,Index,Reactions_Type.ReactionTypeType,Sum of Reactions_Type.Score,ReactionType
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 1,February,15,20854,peeking,35,peeking
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 1,March,10,20874,adore,72,adore
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 1,March,11,20862,indifferent,20,indifferent
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 1,March,25,20872,like,50,like
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 2,April,7,20879,hate,5,hate
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 2,April,9,20860,intrigued,45,intrigued
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 2,April,23,20885,cherish,70,cherish
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 2,May,9,20864,disgust,0,disgust
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 2,May,18,20869,peeking,35,peeking
1dbed432-50e6-4955-9ac8-798fb60b2f0e,Science,2021,Qtr 2,June,18,20852,disgust,0,disgust
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 3,July,3,2538,interested,30,interested
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 3,July,7,2532,disgust,0,disgust
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 3,July,14,2536,adore,72,adore
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 3,August,9,2520,scared,15,scared
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 3,August,10,2524,dislike,10,dislike
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,October,8,2521,cherish,70,cherish
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,October,14,2525,dislike,10,dislike
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,November,7,2522,interested,30,interested
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,November,10,2527,disgust,0,disgust
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,December,13,2523,love,65,love
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,December,14,2533,intrigued,45,intrigued
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2020,Qtr 4,December,30,2534,hate,5,hate
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,January,17,2535,indifferent,20,indifferent
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,January,21,2531,peeking,35,peeking
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,January,29,2518,peeking,35,peeking
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,February,26,2529,want,70,want
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,March,8,2526,hate,5,hate
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,March,11,2537,interested,30,interested
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 1,March,24,2519,worried,12,worried
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 2,April,2,2528,heart,60,heart
1de2f0f9-61ab-43fb-9180-6870824c63c0,Science,2021,Qtr 2,May,8,2530,hate,5,hate
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,July,6,21001,super love,75,super love
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,July,7,21005,love,65,love
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,July,14,21002,cherish,70,cherish
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,July,28,20993,interested,30,interested
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,July,29,20990,scared,15,scared
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,August,23,20997,worried,12,worried
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,September,6,20998,interested,30,interested
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 3,September,29,21012,want,70,want
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 4,October,3,21017,dislike,10,dislike
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 4,October,26,21015,peeking,35,peeking
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 4,October,27,21011,hate,5,hate
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 4,November,4,21000,dislike,10,dislike
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2020,Qtr 4,November,11,20992,super love,75,super love
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,January,13,21007,dislike,10,dislike
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,January,18,21016,hate,5,hate
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,January,22,20999,cherish,70,cherish
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,February,12,21006,cherish,70,cherish
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,March,2,20995,dislike,10,dislike
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,March,4,21013,like,50,like
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,March,11,21014,want,70,want
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,March,14,20989,indifferent,20,indifferent
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 1,March,16,21003,love,65,love
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,April,5,21009,love,65,love
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,April,9,21010,cherish,70,cherish
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,April,23,20988,scared,15,scared
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,April,28,21004,dislike,10,dislike
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,May,3,21008,peeking,35,peeking
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,May,15,20994,super love,75,super love
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,May,31,20991,indifferent,20,indifferent
1dec5263-8a54-43fb-bfbe-a388d2919e74,Food,2021,Qtr 2,June,4,20996,peeking,35,peeking
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2020,Qtr 3,August,24,23075,love,65,love
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2020,Qtr 3,September,25,23077,want,70,want
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2020,Qtr 4,November,2,23076,dislike,10,dislike
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 1,February,18,23082,hate,5,hate
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 1,February,25,23079,super love,75,super love
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 1,February,27,23081,hate,5,hate
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 1,March,16,23073,want,70,want
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 2,April,1,23074,adore,72,adore
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 2,April,14,23078,like,50,like
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 2,April,29,23080,want,70,want
1e1a8878-0435-4171-97e6-fddb4abc3452,Healthy Eating,2021,Qtr 2,May,7,23083,interested,30,interested
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 2,June,21,8112,heart,60,heart
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,July,7,8138,super love,75,super love
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,July,19,8126,cherish,70,cherish
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,August,3,8108,intrigued,45,intrigued
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,August,7,8122,disgust,0,disgust
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,August,19,8118,adore,72,adore
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,September,8,8125,disgust,0,disgust
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,September,12,8115,love,65,love
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,September,18,8124,super love,75,super love
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 3,September,18,8129,disgust,0,disgust
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,October,6,8119,love,65,love
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,October,24,8121,peeking,35,peeking
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,November,10,8123,heart,60,heart
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,November,14,8116,disgust,0,disgust
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,November,27,8140,like,50,like
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,November,29,8127,want,70,want
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,December,7,8114,interested,30,interested
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,December,8,8134,like,50,like
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2020,Qtr 4,December,10,8133,adore,72,adore
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,January,25,8135,indifferent,20,indifferent
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,January,27,8142,hate,5,hate
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,February,2,8107,adore,72,adore
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,February,2,8131,super love,75,super love
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,February,9,8120,interested,30,interested
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,February,25,8111,intrigued,45,intrigued
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,February,26,8132,like,50,like
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,March,1,8113,love,65,love
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,March,1,8128,adore,72,adore
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,March,7,8117,cherish,70,cherish
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,March,7,8139,scared,15,scared
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 1,March,27,8130,scared,15,scared
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 2,April,10,8137,scared,15,scared
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 2,April,16,8136,adore,72,adore
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 2,May,17,8109,disgust,0,disgust
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 2,May,26,8141,scared,15,scared
1e773c55-ec7e-47f2-916d-98d0b778a048,Food,2021,Qtr 2,May,29,8110,dislike,10,dislike
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 2,June,24,11776,indifferent,20,indifferent
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,July,23,11786,hate,5,hate
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,July,29,11792,want,70,want
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,August,16,11785,adore,72,adore
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,August,25,11791,hate,5,hate
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,September,17,11781,intrigued,45,intrigued
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,September,22,11789,cherish,70,cherish
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 3,September,26,11802,worried,12,worried
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,October,4,11780,super love,75,super love
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,October,18,11783,love,65,love
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,October,21,11800,scared,15,scared
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,October,26,11782,peeking,35,peeking
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,November,5,11801,cherish,70,cherish
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,November,21,11787,disgust,0,disgust
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,December,4,11778,heart,60,heart
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,December,9,11795,love,65,love
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,December,13,11784,heart,60,heart
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,December,25,11796,want,70,want
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2020,Qtr 4,December,26,11779,love,65,love
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 1,January,15,11794,like,50,like
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 1,February,28,11804,cherish,70,cherish
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 1,March,1,11803,love,65,love
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 1,March,12,11798,worried,12,worried
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 1,March,26,11799,cherish,70,cherish
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 1,March,27,11797,scared,15,scared
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 2,April,22,11790,dislike,10,dislike
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 2,May,26,11777,scared,15,scared
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 2,May,30,11793,scared,15,scared
1f0ed2b8-8531-416f-b694-a40a63f378a0,Animals,2021,Qtr 2,June,4,11788,intrigued,45,intrigued
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 2,June,18,5020,peeking,35,peeking
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 2,June,28,5033,want,70,want
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 3,July,12,5045,hate,5,hate
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 3,August,12,5049,dislike,10,dislike
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 3,August,31,5021,want,70,want
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 3,September,14,5022,heart,60,heart
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 3,September,17,5035,worried,12,worried
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,October,13,5018,hate,5,hate
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,October,15,5017,worried,12,worried
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,October,26,5047,super love,75,super love
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,October,27,5048,hate,5,hate
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,October,28,5043,love,65,love
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,November,2,5030,hate,5,hate
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,November,18,5026,disgust,0,disgust
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,November,20,5037,indifferent,20,indifferent
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,November,29,5012,want,70,want
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,November,29,5044,heart,60,heart
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,December,10,5024,dislike,10,dislike
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2020,Qtr 4,December,19,5036,disgust,0,disgust
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,January,5,5038,heart,60,heart
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,January,7,5016,heart,60,heart
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,January,13,5028,cherish,70,cherish
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,January,15,5040,adore,72,adore
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,February,1,5031,worried,12,worried
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,February,8,5041,cherish,70,cherish
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,February,15,5027,want,70,want
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,February,18,5010,heart,60,heart
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,March,2,5025,hate,5,hate
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,March,3,5019,want,70,want
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,March,7,5029,super love,75,super love
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 1,March,7,5032,scared,15,scared
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,April,4,5023,peeking,35,peeking
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,April,8,5013,intrigued,45,intrigued
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,April,16,5042,indifferent,20,indifferent
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,April,17,5015,disgust,0,disgust
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,April,28,5046,indifferent,20,indifferent
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,May,4,5034,super love,75,super love
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,May,13,5011,peeking,35,peeking
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,May,31,5039,interested,30,interested
1f466010-5c87-4b81-be83-5856481231fb,Soccer,2021,Qtr 2,June,13,5014,love,65,love
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 2,June,24,5375,cherish,70,cherish
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 2,June,29,5359,intrigued,45,intrigued
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 3,July,3,5382,heart,60,heart
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 3,August,7,5376,like,50,like
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 3,August,12,5360,super love,75,super love
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 3,August,19,5380,scared,15,scared
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 3,September,5,5370,cherish,70,cherish
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 3,September,18,5378,want,70,want
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,2,5368,scared,15,scared
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,7,5364,worried,12,worried
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,15,5363,want,70,want
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,16,5353,intrigued,45,intrigued
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,16,5358,dislike,10,dislike
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,19,5362,cherish,70,cherish
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,October,29,5356,indifferent,20,indifferent
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,November,5,5355,disgust,0,disgust
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,November,10,5381,like,50,like
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2020,Qtr 4,November,15,5366,want,70,want
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 1,January,11,5361,interested,30,interested
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 1,February,7,5367,super love,75,super love
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 1,February,11,5374,peeking,35,peeking
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 1,March,14,5371,cherish,70,cherish
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 1,March,27,5357,heart,60,heart
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,April,2,5373,worried,12,worried
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,April,11,5379,dislike,10,dislike
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,April,13,5354,heart,60,heart
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,April,13,5365,heart,60,heart
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,April,20,5369,super love,75,super love
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,May,25,5372,scared,15,scared
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,Food,2021,Qtr 2,June,2,5377,hate,5,hate
2073855c-fab2-41ee-ad15-d4269b2ac4bd,Education,2020,Qtr 3,August,15,13280,super love,75,super love
2073855c-fab2-41ee-ad15-d4269b2ac4bd,Education,2020,Qtr 4,December,15,13281,super love,75,super love
2073855c-fab2-41ee-ad15-d4269b2ac4bd,Education,2021,Qtr 1,January,10,13277,want,70,want
2073855c-fab2-41ee-ad15-d4269b2ac4bd,Education,2021,Qtr 1,February,28,13278,adore,72,adore
2073855c-fab2-41ee-ad15-d4269b2ac4bd,Education,2021,Qtr 2,June,13,13279,want,70,want
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2020,Qtr 2,June,27,8174,like,50,like
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2020,Qtr 3,July,20,8178,super love,75,super love
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2020,Qtr 3,August,12,8177,heart,60,heart
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2020,Qtr 3,August,23,8175,scared,15,scared
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2021,Qtr 1,February,16,8179,scared,15,scared
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2021,Qtr 2,April,3,8173,indifferent,20,indifferent
212b7926-c743-45d9-85f2-63e0e8f85208,Dogs,2021,Qtr 2,April,13,8176,want,70,want
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,July,10,23926,heart,60,heart
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,July,14,23904,peeking,35,peeking
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,July,17,23922,love,65,love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,August,5,23914,worried,12,worried
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,September,2,23909,interested,30,interested
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,September,17,23928,intrigued,45,intrigued
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,September,22,23902,heart,60,heart
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 3,September,28,23907,interested,30,interested
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,October,18,23905,worried,12,worried
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,October,23,23900,indifferent,20,indifferent
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,October,31,23927,love,65,love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,November,7,23924,super love,75,super love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,November,9,23917,peeking,35,peeking
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,November,14,23913,peeking,35,peeking
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,November,16,23918,adore,72,adore
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2020,Qtr 4,December,8,23903,super love,75,super love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,January,1,23919,peeking,35,peeking
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,January,13,23906,peeking,35,peeking
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,January,14,23912,disgust,0,disgust
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,January,31,23925,like,50,like
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,February,25,23920,heart,60,heart
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,February,26,23915,super love,75,super love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,March,7,23921,adore,72,adore
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,March,13,23901,cherish,70,cherish
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,March,23,23923,interested,30,interested
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 1,March,31,23908,super love,75,super love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 2,April,17,23910,interested,30,interested
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 2,April,26,23911,love,65,love
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 2,May,11,23899,disgust,0,disgust
217f4060-b378-4d79-992f-20502d407f7c,Cooking,2021,Qtr 2,June,12,23916,like,50,like
218838d8-52f4-4608-a1ba-d8988cc3d029,Food,2020,Qtr 3,July,29,10920,scared,15,scared
218838d8-52f4-4608-a1ba-d8988cc3d029,Food,2020,Qtr 3,August,20,10933,disgust,0,disgust
